,,,,,,,,,SARS-CoV-2_WT (984),,,,,,,,,,SARS-CoV-2_α (21528),,,,,,,,,,SARS-CoV-2_β (22131),,,,,,,,,,SARS-CoV-2_δ (25853_23),,,,,,,,,,,SARS-CoV-2_BA.1 (26335),,,,,,,,,,SARS-CoV-2_BA.2 (26729_12),,,,,,,,,,,SARS-CoV-2_BA.2 (26729_2),,,,,,,,,,rSARS-CoV-2_B.1+E484K,,,,,,,,,,SARS-CoV-2_BA.4,,,,,,,,,,,,SARS-CoV-2_BA.5,,,,,,,,,,SARS-CoV-2_Mu,,,,,,BQ.1.18,,,,,,,,,,,BF.7,,,,,,,,,,BN.1.3.1,,,,,,,,,,,XBB.2,,,,,,,,,,,EG.5.1 (V140),,,,,,,,,,BA.2.86 (V139),,,,,,,,,,JN.1 (V148),,,,,,,,,,JN.1 (V148)-2,,,,,,,,,
sample ID,Infektion Hamster,,Viruskontrolle (VK),Viruskontrolle 24.01.23,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle (VK) 230331,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,29.77777778,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,100,95.23809524,92.85714286,66.66666667,50,26.19047619,38.0952381,#DIV/0!,x,100,100,97.62,79.76,45.24,36.9,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,95.8,76.92,30.77,-13.29,-23.78,11.89,-25.87,-55.24,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,87.61061947,67.25663717,48.67256637,x,#DIV/0!,#DIV/0!,#DIV/0!,96.36363636,85.45454545,55.15151515,55.15151515,10.3030303,0.606060606,x,,#DIV/0!,#DIV/0!,#DIV/0!,94.6,86.12,69.15,53.73,49.87,12.08,x,#DIV/0!,99.05,80.09,42.18,20.38,6.16,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,x,,,#DIV/0!,#DIV/0!,#DIV/0!,30.25,22.65,9.24,0.75,0.75,0.75,x,#DIV/0!,#DIV/0!,79.27,37.82,18.18,-23.27,-10.18,-9.09,-9.09,x,,#DIV/0!,#DIV/0!,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,#DIV/0!,x,#DIV/0!,#DIV/0!,0,0,0,0,0,0,#DIV/0!,x,,#DIV/0!,#DIV/0!,33.33,24.76,0,0,0,0,#DIV/0!,x,,#DIV/0!,#DIV/0!,65.96,28.72,0,0,0,0,#DIV/0!,x,#DIV/0!,48.3,34.4,-3.3,-15.2,-1.3,-23.2,#DIV/0!,#DIV/0!,x,#DIV/0!,86.7,57.1,30.6,40.8,34.7,25.5,#DIV/0!,#DIV/0!,x,#DIV/0!,91.3,87,56.5,21.7,34.8,8.7,#DIV/0!,#DIV/0!,x,#DIV/0!,98.61111111,86.11111111,44.44444444,-6.944444444,2.777777778,-5.555555556,#DIV/0!,#DIV/0!
6.1,BA.2 Isolate 26729_12,PFU Ansatz 1,x,,,nd,nd,nd,13,26,48,>50,>50,>50,x,nd,nd,0,2,7,12,6,16,nd,x,nd,nd,0,0,0,10,18,25,30,x,nd,0,7,30,24,32,32,30,27,x,,nd,nd,nd,0,0,2,4,8,9,x,nd,nd,nd,0,0,0,1,2,7,x,,nd,nd,nd,0,0,0,0,2,7,x,nd,nd,0,4,20,22,28,31,nd,x,nd,nd,nd,0,6,11,32,49,65,x,,,nd,nd,nd,0,3,16,31,57,77,x,nd,nd,0,0,3,10,15,43,46,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,10,28,48,>50,>50,>50,x,nd,nd,0,1,11,7,10,9,nd,x,nd,nd,0,0,1,8,14,21,27,x,nd,2,4,22,32,23,29,23,26,x,,nd,nd,nd,0,0,2,4,6,9,x,nd,nd,nd,0,0,0,0,3,9,x,,nd,nd,nd,0,0,0,0,0,6,x,nd,nd,1,1,10,21,23,34,nd,x,nd,nd,nd,0,2,15,25,55,70,x,,,nd,nd,nd,0,3,16,27,57,83,x,nd,nd,0,1,2,12,18,33,45,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,11.5,27,48,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,0,1.5,9,9.5,8,12.5,#DIV/0!,x,#DIV/0!,#DIV/0!,0,0,0.5,9,16,23,28.5,x,#DIV/0!,1,5.5,26,28,27.5,30.5,26.5,26.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,2,4,7,9,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0.5,2.5,8,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,1,6.5,x,#DIV/0!,#DIV/0!,0.5,2.5,15,21.5,25.5,32.5,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,0,4,13,28.5,52,67.5,x,,,#DIV/0!,#DIV/0!,#DIV/0!,0,3,16,29,57,80,x,#DIV/0!,#DIV/0!,0,0.5,2.5,11,16.5,38,45.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,79.55555556,52,14.66666667,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,100,92.85714286,57.14285714,54.76190476,61.9047619,40.47619048,#DIV/0!,x,#DIV/0!,#DIV/0!,100,100,98.81,78.57,61.9,45.24,32.14,x,#DIV/0!,95.8,76.92,-9.09,-17.48,-15.38,-27.97,-11.19,-11.19,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,96.46017699,92.92035398,87.61061947,84.07079646,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,98.78787879,93.93939394,80.60606061,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,100,98.46,89.97,x,#DIV/0!,#DIV/0!,99.05,95.26,71.56,59.24,51.66,38.39,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,100,94.29,81.43,59.29,25.71,3.57,x,,,#DIV/0!,#DIV/0!,#DIV/0!,100,97.32,85.69,74.07,49.03,28.46,x,#DIV/0!,#DIV/0!,100,98.91,94.55,76,64,17.09,0.73,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6.2,BA.2 Isolate 26729_12,PFU Ansatz 1,x,,,nd,nd,nd,27,39,44,>50,>50,>50,x,nd,nd,0,6,2,7,13,7,nd,x,nd,nd,0,3,11,19,22,34,36,x,nd,17,15,24,21,27,26,35,32,x,,nd,nd,nd,0,1,4,15,27,26,x,nd,nd,nd,0,0,0,0,1,8,x,,nd,nd,nd,0,0,0,0,2,5,x,nd,nd,9,19,36,28,43,>50,nd,x,nd,nd,nd,0,0,0,3,6,14,x,,,nd,nd,nd,0,0,0,1,6,13,x,nd,nd,0,2,9,19,35,41,46,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,26,37,44,>50,>50,>50,x,nd,nd,0,7,7,14,11,8,nd,x,nd,nd,0,3,10,20,22,32,32,x,nd,19,24,23,33,28,39,38,31,x,,nd,nd,nd,0,3,6,13,34,34,x,nd,nd,nd,0,0,0,1,0,2,x,,nd,nd,nd,0,0,0,0,2,7,x,nd,nd,14,17,32,34,38,>50,nd,x,nd,nd,nd,0,0,2,2,3,13,x,,,nd,nd,nd,0,0,0,4,4,20,x,nd,nd,0,4,12,20,46,46,46,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,26.5,38,44,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,0,6.5,4.5,10.5,12,7.5,#DIV/0!,x,#DIV/0!,#DIV/0!,0,3,10.5,19.5,22,33,34,x,#DIV/0!,18,19.5,23.5,27,27.5,32.5,36.5,31.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,2,5,14,30.5,30,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0.5,0.5,5,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,2,6,x,#DIV/0!,#DIV/0!,11.5,18,34,31,40.5,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,2.5,4.5,13.5,x,,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,2.5,5,16.5,x,#DIV/0!,#DIV/0!,0,3,10.5,19.5,40.5,43.5,46,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,52.88888889,32.44444444,21.77777778,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,100,69.04761905,78.57142857,50,42.85714286,64.28571429,#DIV/0!,x,#DIV/0!,#DIV/0!,100,92.86,75,53.57,47.62,21.43,19.05,x,#DIV/0!,24.48,18.18,1.4,-13.29,-15.38,-36.36,-53.15,-32.17,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,96.46017699,91.15044248,75.22123894,46.01769912,46.90265487,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,98.78787879,98.78787879,87.87878788,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,100,96.92,90.75,x,#DIV/0!,#DIV/0!,78.2,65.88,35.55,41.23,23.22,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,98.57,96.43,93.57,80.71,x,,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,97.76,95.53,85.25,x,#DIV/0!,#DIV/0!,100,93.45,77.09,57.45,11.64,5.09,-0.36,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6.3,BA.2 Isolate 26729_12,PFU Ansatz 1,x,,,nd,nd,nd,8,24,37,57,>50,>50,x,nd,nd,1,2,2,9,12,15,nd,x,nd,nd,0,1,1,14,27,28,34,x,nd,2,16,25,36,28,31,32,21,x,,nd,nd,nd,1,3,5,10,20,32,x,nd,nd,nd,0,0,0,4,18,24,x,,nd,nd,nd,0,1,4,5,27,33,x,nd,nd,1,14,28,40,>50,>50,nd,x,nd,nd,nd,12,40,67,70,70,70,x,,,nd,nd,nd,16,42,69,103,111,111,x,nd,nd,0,0,0,6,13,22,48,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,10,22,33,48,>50,>50,x,nd,nd,0,5,2,4,13,19,nd,x,nd,nd,0,0,3,11,22,22,36,x,nd,1,18,22,25,20,28,27,24,x,,nd,nd,nd,0,2,4,8,22,34,x,nd,nd,nd,0,0,1,4,13,25,x,,nd,nd,nd,0,0,0,7,23,34,x,nd,nd,2,15,27,41,44,>50,nd,x,nd,nd,nd,14,31,67,70,70,70,x,,,nd,nd,nd,16,40,72,109,111,111,x,nd,nd,0,0,5,4,13,29,51,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,9,23,35,52.5,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,0.5,3.5,2,6.5,12.5,17,#DIV/0!,x,#DIV/0!,#DIV/0!,0,0.5,2,12.5,24.5,25,35,x,#DIV/0!,1.5,17,23.5,30.5,24,29.5,29.5,22.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,0.5,2.5,4.5,9,21,33,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.5,4,15.5,24.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,2,6,25,33.5,x,#DIV/0!,#DIV/0!,1.5,14.5,27.5,40.5,44,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,13,35.5,67,70,70,70,x,,,#DIV/0!,#DIV/0!,#DIV/0!,16,41,70.5,106,111,111,x,#DIV/0!,#DIV/0!,0,0,2.5,5,13,25.5,49.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,84,59.11111111,37.77777778,6.666666667,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,97.61904762,83.33333333,90.47619048,69.04761905,40.47619048,19.04761905,#DIV/0!,x,#DIV/0!,#DIV/0!,100,98.81,95.24,70.24,41.67,40.48,16.67,x,#DIV/0!,93.71,28.67,1.4,-27.97,-0.7,-23.78,-23.78,5.59,x,,#DIV/0!,#DIV/0!,#DIV/0!,99.11504425,95.57522124,92.03539823,84.07079646,62.83185841,41.59292035,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,98.78787879,90.3030303,62.42424242,40.60606061,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,99.23,96.92,90.75,61.44,48.33,x,#DIV/0!,#DIV/0!,97.16,72.51,47.87,23.22,16.59,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,81.43,49.29,4.29,0,0,0,x,,,#DIV/0!,#DIV/0!,#DIV/0!,85.69,63.34,36.96,5.22,0.75,0.75,x,#DIV/0!,#DIV/0!,100,100,94.55,89.09,71.64,44.36,-8,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7.1,B.1 + E484K (k.A.),PFU Ansatz 1,x,,,nd,nd,nd,0,0,0,0,2,5,x,nd,nd,nd,0,0,0,0,1,2,x,nd,nd,0,0,0,0,1,3,15,x,nd,nd,nd,0,0,0,1,2,11,x,,nd,nd,nd,0,0,5,9,21,45,x,nd,nd,nd,0,0,0,0,2,10,x,,nd,nd,nd,0,0,1,7,14,37,x,nd,nd,nd,0,0,0,1,7,12,x,nd,nd,0,0,3,9,18,48,66,x,,,nd,nd,0,6,4,18,44,63,70,x,nd,nd,0,0,0,0,0,0,1,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,0,0,0,0,1,5,x,nd,nd,nd,0,0,0,0,2,2,x,nd,nd,0,0,0,0,0,5,10,x,nd,nd,nd,0,0,0,0,1,12,x,,nd,nd,nd,0,0,5,13,25,40,x,nd,nd,nd,0,0,0,0,5,16,x,,nd,nd,nd,0,0,1,nd,7,30,x,nd,nd,nd,0,0,0,0,5,15,x,nd,nd,0,0,4,14,25,50,68,x,,,nd,nd,1,3,4,20,42,51,87,x,nd,nd,0,0,0,0,0,0,0,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
